,year,date,air_temp_f,water_temp_f,wind_speed_mph,wind_dir,weather,location,time_caught,fish_type,fish_length_in,water_depth_ft,skunked,lines_in,lines_out,general_loc,duration_min,month,hour,time_caught_bucket
17,2015,2015-05-02,42.0,44.0,0,no_wind,sunny,little bear bay,9:00,salmon,10.0,36.0,False,6:30,9:45,little bear bay,195.0,5,9,"[9, 11)"
18,2015,2015-05-03,51.0,44.8,0,ne,windy,north of lockes,8:50,lake trout,17.555555555555557,75.0,False,8:00,10:30,lockes,150.0,5,8,"[7, 9)"
19,2015,2015-05-03,51.0,44.8,0,ne,windy,north of lockes,9:00,lake trout,17.555555555555557,90.0,False,8:00,10:30,lockes,150.0,5,9,"[9, 11)"
20,2015,2015-05-14,45.0,50.0,10,nw,no_weather_recorded,north of lockes,7:45,salmon,17.0,28.0,False,7:15,11:55,lockes,280.0,5,7,"[7, 9)"
21,2015,2015-05-14,45.0,50.0,10,nw,no_weather_recorded,south of witches,8:45,salmon,20.0,38.0,False,7:15,11:55,witches,280.0,5,8,"[7, 9)"
22,2015,2015-05-14,45.0,50.0,0,no_wind,no_weather_recorded,north of lockes,8:55,salmon,17.26222222222222,26.479166666666668,False,7:15,11:55,lockes,280.0,5,8,"[7, 9)"
23,2015,2015-05-15,69.0,55.0,5,nw,no_weather_recorded,harilla bay,14:30,salmon,18.0,26.479166666666668,False,14:30,16:20,harilla bay,110.0,5,14,"[13, 15)"
24,2015,2015-05-15,69.0,55.0,5,nw,no_weather_recorded,little bear bay,16:20,salmon,18.0,26.479166666666668,False,14:30,16:20,little bear bay,110.0,5,16,"[15, 17)"
25,2015,2015-05-16,53.0,57.0,5,nw,overcast,little bear bay,8:30,salmon,10.0,10.0,False,5:15,9:30,little bear bay,255.0,5,8,"[7, 9)"
26,2015,2015-05-17,58.0,58.0,0,no_wind,no_weather_recorded,harilla bay,5:45,rainbow,15.0,2.0,False,5:20,10:15,harilla bay,295.0,5,5,"[5, 7)"
27,2015,2015-05-17,58.0,58.0,0,no_wind,no_weather_recorded,harilla bay,6:00,salmon,14.0,26.479166666666668,False,5:20,10:15,harilla bay,295.0,5,6,"[5, 7)"
28,2015,2015-06-04,51.0,57.5,6,sw,overcast,north of rattlesnake,no_time_recorded,no_fish_caught,0.0,0.0,True,5:15,7:45,rattlesnake,150.0,6,0,
29,2015,2015-06-04,51.0,57.5,6,sw,overcast,diamond,no_time_recorded,no_fish_caught,0.0,0.0,True,5:15,7:45,diamond,150.0,6,0,
30,2015,2015-06-06,59.0,59.0,6,se,overcast,welch,7:25,salmon,18.0,26.479166666666668,False,5:45,7:40,welch,115.0,6,7,"[7, 9)"
31,2015,2015-06-06,59.0,59.0,6,se,overcast,welch,7:40,salmon,15.0,26.479166666666668,False,5:45,7:40,welch,115.0,6,7,"[7, 9)"
32,2015,2015-06-07,40.0,59.0,0,no_wind,sunny,wolfboro bay,7:25,lake trout,18.0,15.0,False,6:30,10:30,wolfboro bay,240.0,6,7,"[7, 9)"
33,2015,2015-06-07,40.0,59.0,0,no_wind,sunny,wolfboro bay,7:40,lake trout,18.0,20.0,False,6:30,10:30,wolfboro bay,240.0,6,7,"[7, 9)"
34,2015,2015-06-07,40.0,59.0,0,no_wind,sunny,wolfboro bay,8:30,rainbow,16.0,15.0,False,6:30,10:30,wolfboro bay,240.0,6,8,"[7, 9)"
35,2015,2015-06-12,66.0,63.6,8,nw,overcast,north of diamond,no_time_recorded,no_fish_caught,0.0,0.0,True,7:15,9:10,diamond,115.0,6,0,
36,2015,2015-06-13,65.0,65.0,10,nw,sunny,long island,8:45,rainbow,19.0,13.0,False,7:15,9:45,long island,150.0,6,8,"[7, 9)"
37,2015,2015-06-14,63.0,66.0,6,sw,overcast,east of witches,7:50,salmon,16.0,26.479166666666668,False,7:30,7:50,witches,20.0,6,7,"[7, 9)"
38,2015,2015-06-26,59.0,68.0,10,sw,overcast,east of witches,no_time_recorded,no_fish_caught,0.0,0.0,True,6:45,8:30,witches,105.0,6,0,
39,2015,2015-06-27,54.0,68.8,3,s,sunny,north of lockes,8:30,rainbow,19.0,20.0,False,7:15,10:00,lockes,165.0,6,8,"[7, 9)"
40,2015,2015-07-03,58.0,68.3,8,nw,sunny,east of welch,no_time_recorded,no_fish_caught,0.0,0.0,True,7:55,10:20,welch,145.0,7,0,
41,2015,2015-07-05,64.0,68.2,12,sw,sunny,east of welch,7:40,salmon,20.0,100.0,False,7:00,8:30,welch,90.0,7,7,"[7, 9)"
42,2015,2015-07-05,64.0,68.2,12,sw,sunny,east of welch,8:00,salmon,18.0,17.0,False,7:00,8:30,welch,90.0,7,8,"[7, 9)"
43,2015,2015-07-05,64.0,68.2,12,sw,sunny,east of welch,8:30,rainbow,16.0,25.0,False,7:00,8:30,welch,90.0,7,8,"[7, 9)"
44,2015,2015-07-07,69.0,70.4,0,no_wind,overcast,north of diamond,no_time_recorded,no_fish_caught,0.0,0.0,True,7:30,9:15,diamond,105.0,7,0,
45,2015,2015-07-11,68.0,72.0,5,nw,sunny,south of sandy,8:30,salmon,10.0,25.0,False,6:30,9:20,sandy,170.0,7,8,"[7, 9)"
46,2015,2015-07-11,68.0,72.0,5,nw,sunny,south of sandy,8:40,salmon,10.0,20.0,False,6:30,9:20,sandy,170.0,7,8,"[7, 9)"
47,2015,2015-07-11,68.0,72.0,5,nw,sunny,south of sandy,9:00,lake trout,18.0,20.0,False,6:30,9:20,sandy,170.0,7,9,"[9, 11)"
48,2015,2015-07-12,69.0,72.0,10,nw,sunny,south of sandy,9:30,salmon,10.0,25.0,False,8:30,10:20,sandy,110.0,7,9,"[9, 11)"
49,2015,2015-07-12,69.0,72.0,10,nw,sunny,south of sandy,10:20,lake trout,10.0,25.0,False,8:30,10:20,sandy,110.0,7,10,"[9, 11)"
50,2015,2015-07-13,69.0,74.3,3,nw,sunny,welch,no_time_recorded,no_fish_caught,0.0,0.0,True,7:00,9:00,welch,120.0,7,0,
51,2015,2015-07-16,52.0,73.5,3,s,no_weather_recorded,east of lockes,7:12,salmon,18.0,17.0,False,7:00,9:50,lockes,170.0,7,7,"[7, 9)"
52,2015,2015-07-16,52.0,73.5,3,s,no_weather_recorded,east of lockes,8:20,salmon,16.0,19.0,False,7:00,9:50,lockes,170.0,7,8,"[7, 9)"
53,2015,2015-07-17,53.0,73.3,5,nw,no_weather_recorded,south of sandy,no_time_recorded,no_fish_caught,0.0,0.0,True,6:20,7:45,sandy,85.0,7,0,
54,2015,2015-07-18,62.0,73.4,15,se,raining,south of sandy,6:35,salmon,17.0,88.0,False,6:15,10:30,sandy,255.0,7,6,"[5, 7)"
55,2015,2015-07-18,62.0,73.4,15,se,raining,south of sandy,6:55,lake trout,20.0,135.0,False,6:15,10:30,sandy,255.0,7,6,"[5, 7)"
56,2015,2015-07-18,62.0,73.4,15,se,raining,diamond,7:55,salmon,17.0,17.0,False,6:15,10:30,diamond,255.0,7,7,"[7, 9)"
57,2015,2015-07-18,62.0,73.4,15,se,raining,diamond,8:10,rainbow,16.0,17.0,False,6:15,10:30,diamond,255.0,7,8,"[7, 9)"
58,2015,2015-07-18,62.0,73.4,15,se,raining,diamond,7:55,salmon,17.0,17.0,False,6:15,10:30,diamond,255.0,7,7,"[7, 9)"
59,2015,2015-07-18,62.0,73.4,15,se,raining,diamond,8:25,salmon,17.0,17.0,False,6:15,10:30,diamond,255.0,7,8,"[7, 9)"
60,2015,2015-07-18,62.0,73.4,15,se,raining,diamond,9:40,rainbow,16.0,17.0,False,6:15,10:30,diamond,255.0,7,9,"[9, 11)"
61,2015,2015-07-19,68.0,73.8,3,nw,hazy,west of 6 mile,no_time_recorded,no_fish_caught,0.0,0.0,True,7:00,8:30,6 mile,90.0,7,0,
62,2015,2015-07-21,69.0,75.3,5,sw,no_weather_recorded,east of lockes,7:10,salmon,19.0,25.0,False,6:30,10:15,lockes,225.0,7,7,"[7, 9)"
63,2015,2015-07-21,69.0,75.3,5,sw,no_weather_recorded,east of lockes,7:20,salmon,19.0,25.0,False,6:30,10:15,lockes,225.0,7,7,"[7, 9)"
64,2015,2015-07-21,69.0,75.3,5,sw,no_weather_recorded,east of lockes,7:40,salmon,19.0,25.0,False,6:30,10:15,lockes,225.0,7,7,"[7, 9)"
65,2015,2015-07-21,69.0,75.3,5,sw,no_weather_recorded,south of welch,9:20,salmon,19.0,35.0,False,6:30,10:15,welch,225.0,7,9,"[9, 11)"
66,2015,2015-07-21,69.0,75.3,5,sw,no_weather_recorded,south of welch,9:40,salmon,19.0,35.0,False,6:30,10:15,welch,225.0,7,9,"[9, 11)"
67,2015,2015-07-21,69.0,75.3,5,sw,no_weather_recorded,south of welch,9:45,salmon,19.0,35.0,False,6:30,10:15,welch,225.0,7,9,"[9, 11)"
68,2015,2015-07-22,61.0,75.0,15,nw,no_weather_recorded,south of welch,6:55,salmon,16.0,26.479166666666668,False,6:30,10:30,welch,240.0,7,6,"[5, 7)"
69,2015,2015-07-22,61.0,75.0,15,nw,no_weather_recorded,south of welch,7:15,rainbow,15.0,32.82857142857143,False,6:30,10:30,welch,240.0,7,7,"[7, 9)"
70,2015,2015-07-22,61.0,75.0,10,nw,no_weather_recorded,east of witches,9:30,salmon,16.0,26.479166666666668,False,6:30,10:30,witches,240.0,7,9,"[9, 11)"
71,2015,2015-07-22,61.0,75.0,10,nw,no_weather_recorded,east of witches,9:45,salmon,17.0,26.479166666666668,False,6:30,10:30,witches,240.0,7,9,"[9, 11)"
72,2015,2015-07-30,72.0,76.7,5,w,sunny,south of welch,no_time_recorded,no_fish_caught,0.0,0.0,True,7:30,9:10,welch,100.0,7,0,
73,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,6:10,salmon,18.0,15.0,False,6:00,8:00,witches,120.0,8,6,"[5, 7)"
74,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,6:25,salmon,18.0,15.0,False,6:00,8:00,witches,120.0,8,6,"[5, 7)"
75,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,6:35,rainbow,15.0,15.0,False,6:00,8:00,witches,120.0,8,6,"[5, 7)"
76,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,6:50,rainbow,13.0,110.0,False,6:00,8:00,witches,120.0,8,6,"[5, 7)"
77,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,7:00,salmon,10.0,27.0,False,6:00,8:00,witches,120.0,8,7,"[7, 9)"
78,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,7:15,salmon,15.0,27.0,False,6:00,8:00,witches,120.0,8,7,"[7, 9)"
79,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,7:20,rainbow,15.0,27.0,False,6:00,8:00,witches,120.0,8,7,"[7, 9)"
80,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,7:30,salmon,15.0,27.0,False,6:00,8:00,witches,120.0,8,7,"[7, 9)"
81,2015,2015-08-02,56.0,75.0,5,sw,sunny,west of witches,8:00,rainbow,17.0,150.0,False,6:00,8:00,witches,120.0,8,8,"[7, 9)"
82,2015,2015-08-06,56.0,75.0,12,nw,sunny,west of welch,7:10,salmon,20.0,20.0,False,6:30,9:00,welch,150.0,8,7,"[7, 9)"
83,2015,2015-08-06,56.0,75.0,12,nw,sunny,west of welch,8:05,salmon,18.0,27.0,False,6:30,9:00,welch,150.0,8,8,"[7, 9)"
84,2015,2015-08-07,54.0,74.5,7,sw,sunny,diamond,6:25,rainbow,16.0,27.0,False,6:10,9:45,diamond,215.0,8,6,"[5, 7)"
85,2015,2015-08-07,54.0,74.5,7,sw,sunny,diamond,6:55,salmon,17.0,20.0,False,6:10,9:45,diamond,215.0,8,6,"[5, 7)"
86,2015,2015-08-07,54.0,74.5,7,sw,sunny,diamond,7:50,salmon,23.0,98.0,False,6:10,9:45,diamond,215.0,8,7,"[7, 9)"
87,2015,2015-08-07,54.0,74.5,7,sw,sunny,diamond,9:30,salmon,10.0,27.0,False,6:10,9:45,diamond,215.0,8,9,"[9, 11)"
88,2015,2015-08-08,55.0,74.8,5,nw,sunny,north of sandy,6:20,salmon,18.0,98.0,False,5:45,10:10,sandy,265.0,8,6,"[5, 7)"
89,2015,2015-08-08,55.0,74.8,5,nw,sunny,north of diamond,6:35,salmon,17.0,20.0,False,5:45,10:10,diamond,265.0,8,6,"[5, 7)"
90,2015,2015-08-08,55.0,74.8,5,nw,sunny,north of sandy,9:00,salmon,19.0,45.0,False,5:45,10:10,sandy,265.0,8,9,"[9, 11)"
91,2015,2015-08-08,55.0,74.8,5,nw,sunny,north of sandy,9:50,lake trout,18.0,175.0,False,5:45,10:10,sandy,265.0,8,9,"[9, 11)"
92,2015,2015-08-09,59.0,74.7,6,sw,sunny,south of diamond,no_time_recorded,no_fish_caught,0.0,0.0,True,6:15,8:00,diamond,105.0,8,0,
93,2015,2015-08-14,60.0,74.3,8,nw,sunny,west of lockes,6:15,salmon,21.0,29.0,False,6:00,10:10,lockes,250.0,8,6,"[5, 7)"
94,2015,2015-08-14,60.0,74.3,8,nw,sunny,west of lockes,6:20,salmon,21.0,90.0,False,6:00,10:10,lockes,250.0,8,6,"[5, 7)"
95,2015,2015-08-14,60.0,74.3,8,nw,sunny,west of lockes,7:20,salmon,16.0,29.0,False,6:00,10:10,lockes,250.0,8,7,"[7, 9)"
96,2015,2015-08-14,60.0,74.3,8,nw,sunny,west of welch,8:40,salmon,17.0,37.0,False,6:00,10:10,welch,250.0,8,8,"[7, 9)"
97,2015,2015-08-14,60.0,74.3,8,nw,sunny,west of lockes,9:00,salmon,22.0,20.0,False,6:00,10:10,lockes,250.0,8,9,"[9, 11)"
98,2015,2015-08-15,60.0,74.4,8,nw,sunny,north of lockes,6:20,salmon,17.0,15.0,False,6:15,7:00,lockes,45.0,8,6,"[5, 7)"
99,2015,2015-08-15,60.0,74.4,8,nw,sunny,north of lockes,6:40,rainbow,16.0,39.0,False,6:15,7:00,lockes,45.0,8,6,"[5, 7)"
100,2015,2015-08-15,60.0,74.4,8,nw,sunny,north of lockes,7:00,rainbow,20.0,15.0,False,6:15,7:00,lockes,45.0,8,7,"[7, 9)"
101,2015,2015-08-18,66.0,76.5,6,sw,sunny,south of welch,6:30,salmon,17.0,31.0,False,6:15,9:00,welch,165.0,8,6,"[5, 7)"
102,2015,2015-08-18,66.0,76.5,6,sw,sunny,south of welch,6:35,salmon,18.0,20.0,False,6:15,9:00,welch,165.0,8,6,"[5, 7)"
103,2015,2015-08-18,66.0,76.5,6,sw,sunny,south of welch,7:25,salmon,20.0,20.0,False,6:15,9:00,welch,165.0,8,7,"[7, 9)"
104,2015,2015-08-18,66.0,76.5,6,sw,sunny,south of welch,8:10,lake trout,15.0,15.0,False,6:15,9:00,welch,165.0,8,8,"[7, 9)"
105,2015,2015-08-18,66.0,76.5,6,sw,sunny,south of welch,8:45,rainbow,20.0,20.0,False,6:15,9:00,welch,165.0,8,8,"[7, 9)"
106,2015,2015-08-19,73.0,78.2,7,s,sunny,north of welch,7:15,salmon,18.0,20.0,False,7:15,8:30,welch,75.0,8,7,"[7, 9)"
107,2015,2015-08-20,75.0,77.9,6,se,sunny,south of welch,no_time_recorded,no_fish_caught,0.0,0.0,True,8:00,9:30,welch,90.0,8,0,
108,2015,2015-08-22,63.0,76.4,4,sw,overcast,east of lockes,6:20,salmon,17.0,15.0,False,6:15,9:25,lockes,190.0,8,6,"[5, 7)"
109,2015,2015-08-22,63.0,76.4,4,sw,overcast,east of lockes,6:50,salmon,16.0,15.0,False,6:15,9:25,lockes,190.0,8,6,"[5, 7)"
110,2015,2015-08-22,63.0,76.4,4,sw,overcast,east of lockes,7:00,rainbow,15.0,15.0,False,6:15,9:25,lockes,190.0,8,7,"[7, 9)"
111,2015,2015-08-22,63.0,76.4,4,sw,overcast,east of lockes,9:00,rainbow,15.0,20.0,False,6:15,9:25,lockes,190.0,8,9,"[9, 11)"
112,2015,2015-08-23,61.0,76.7,6,s,overcast,north of welch,6:10,salmon,17.0,31.0,False,6:00,10:00,welch,240.0,8,6,"[5, 7)"
113,2015,2015-08-23,61.0,76.7,6,s,overcast,north of welch,6:20,salmon,10.0,27.0,False,6:00,10:00,welch,240.0,8,6,"[5, 7)"
114,2015,2015-08-23,61.0,76.7,6,s,overcast,north of lockes,7:10,salmon,17.0,31.0,False,6:00,10:00,lockes,240.0,8,7,"[7, 9)"
115,2015,2015-08-23,61.0,76.7,6,s,overcast,north of lockes,7:20,salmon,17.0,31.0,False,6:00,10:00,lockes,240.0,8,7,"[7, 9)"
116,2015,2015-08-23,61.0,76.7,6,s,overcast,north of lockes,7:30,salmon,18.0,20.0,False,6:00,10:00,lockes,240.0,8,7,"[7, 9)"
117,2015,2015-08-23,61.0,76.7,6,s,overcast,north of lockes,8:10,lake trout,16.0,43.0,False,6:00,10:00,lockes,240.0,8,8,"[7, 9)"
118,2015,2015-08-23,61.0,76.7,6,s,overcast,north of diamond,9:00,salmon,17.0,20.0,False,6:00,10:00,diamond,240.0,8,9,"[9, 11)"
119,2015,2015-08-23,61.0,76.7,6,s,overcast,north of diamond,9:10,salmon,19.0,20.0,False,6:00,10:00,diamond,240.0,8,9,"[9, 11)"
120,2015,2015-08-23,61.0,76.7,6,s,overcast,north of diamond,9:30,salmon,17.0,20.0,False,6:00,10:00,diamond,240.0,8,9,"[9, 11)"
121,2015,2015-08-23,61.0,76.7,6,s,overcast,north of diamond,9:45,salmon,10.0,31.0,False,6:00,10:00,diamond,240.0,8,9,"[9, 11)"
122,2015,2015-08-23,61.0,76.7,6,s,overcast,north of welch,9:55,salmon,10.0,25.0,False,6:00,10:00,welch,240.0,8,9,"[9, 11)"
123,2015,2015-08-25,71.0,76.7,4,se,overcast,south of sandy,6:40,rainbow,15.0,15.0,False,6:40,8:45,sandy,125.0,8,6,"[5, 7)"
124,2015,2015-08-25,71.0,76.7,12,se,overcast,south of sandy,6:45,salmon,18.0,15.0,False,6:40,8:45,sandy,125.0,8,6,"[5, 7)"
125,2015,2015-08-25,71.0,76.7,12,se,overcast,south of sandy,7:05,salmon,19.0,15.0,False,6:40,8:45,sandy,125.0,8,7,"[7, 9)"
126,2015,2015-08-25,71.0,76.7,12,se,overcast,south of sandy,7:10,salmon,19.0,15.0,False,6:40,8:45,sandy,125.0,8,7,"[7, 9)"
127,2015,2015-08-25,71.0,76.7,12,se,overcast,south of sandy,7:25,salmon,19.0,15.0,False,6:40,8:45,sandy,125.0,8,7,"[7, 9)"
128,2015,2015-08-25,71.0,76.7,12,se,overcast,south of sandy,7:40,salmon,18.0,15.0,False,6:40,8:45,sandy,125.0,8,7,"[7, 9)"
129,2015,2015-08-25,71.0,76.7,12,se,overcast,south of sandy,7:45,salmon,19.0,15.0,False,6:40,8:45,sandy,125.0,8,7,"[7, 9)"
130,2015,2015-08-25,71.0,76.7,12,se,overcast,south of sandy,8:45,salmon,17.0,15.0,False,6:40,8:45,sandy,125.0,8,8,"[7, 9)"
131,2015,2015-08-27,65.0,76.2,8,nw,sunny,north of lockes,6:20,salmon,18.0,20.0,False,6:20,9:30,lockes,190.0,8,6,"[5, 7)"
132,2015,2015-08-27,65.0,76.2,8,nw,sunny,north of lockes,6:50,rainbow,16.0,20.0,False,6:20,9:30,lockes,190.0,8,6,"[5, 7)"
133,2015,2015-08-27,65.0,76.2,8,nw,sunny,north of lockes,7:30,salmon,10.0,37.0,False,6:20,9:30,lockes,190.0,8,7,"[7, 9)"
134,2015,2015-08-28,63.0,75.2,5,nw,sunny,north of diamond,7:45,rainbow,16.0,43.0,False,7:15,10:30,diamond,195.0,8,7,"[7, 9)"
135,2015,2015-08-28,63.0,75.2,5,nw,sunny,north of diamond,9:05,salmon,21.0,20.0,False,7:15,10:30,diamond,195.0,8,9,"[9, 11)"
136,2015,2015-08-28,63.0,75.2,5,nw,sunny,north of diamond,9:20,salmon,17.0,20.0,False,7:15,10:30,diamond,195.0,8,9,"[9, 11)"
137,2015,2015-08-28,63.0,75.2,5,nw,sunny,north of diamond,9:30,salmon,18.0,43.0,False,7:15,10:30,diamond,195.0,8,9,"[9, 11)"
138,2015,2015-08-28,63.0,75.2,5,nw,sunny,north of diamond,9:45,salmon,17.0,20.0,False,7:15,10:30,diamond,195.0,8,9,"[9, 11)"
139,2015,2015-08-28,63.0,75.2,5,nw,sunny,north of diamond,10:00,salmon,10.0,20.0,False,7:15,10:30,diamond,195.0,8,10,"[9, 11)"
140,2015,2015-08-28,63.0,75.2,5,nw,sunny,north of diamond,10:15,salmon,10.0,27.0,False,7:15,10:30,diamond,195.0,8,10,"[9, 11)"
141,2015,2015-08-29,62.0,74.8,6,sw,hazy,south of welch,9:00,lake trout,19.0,25.0,False,7:30,10:45,welch,195.0,8,9,"[9, 11)"
142,2015,2015-08-29,62.0,74.8,6,sw,hazy,south of welch,9:50,rainbow,16.0,20.0,False,7:30,10:45,welch,195.0,8,9,"[9, 11)"
143,2015,2015-08-29,62.0,74.8,6,sw,hazy,south of welch,10:00,salmon,20.0,25.0,False,7:30,10:45,welch,195.0,8,10,"[9, 11)"
144,2015,2015-08-29,62.0,74.8,6,sw,hazy,south of welch,10:15,rainbow,16.0,150.0,False,7:30,10:45,welch,195.0,8,10,"[9, 11)"
145,2015,2015-08-30,63.0,75.3,4,w,overcast,north of diamond,8:50,salmon,17.0,20.0,False,7:30,10:25,diamond,175.0,8,8,"[7, 9)"
146,2015,2015-08-30,63.0,75.3,4,w,overcast,north of diamond,9:00,salmon,10.0,27.0,False,7:30,10:25,diamond,175.0,8,9,"[9, 11)"
147,2015,2015-08-30,63.0,75.3,4,w,overcast,north of diamond,9:45,salmon,10.0,33.0,False,7:30,10:25,diamond,175.0,8,9,"[9, 11)"
148,2015,2015-09-01,68.0,74.9,4,w,sunny,north of welch,7:10,rainbow,14.0,20.0,False,7:00,10:00,welch,180.0,9,7,"[7, 9)"
149,2015,2015-09-01,68.0,74.9,4,w,sunny,north of welch,7:25,salmon,19.0,20.0,False,7:00,10:00,welch,180.0,9,7,"[7, 9)"
150,2015,2015-09-02,69.0,75.6,7,nw,sunny,weirs marina,7:20,salmon,21.0,20.0,False,7:15,10:00,weirs marina,165.0,9,7,"[7, 9)"
151,2015,2015-09-02,69.0,75.6,7,nw,sunny,weirs marina,7:35,salmon,17.0,29.0,False,7:15,10:00,weirs marina,165.0,9,7,"[7, 9)"
152,2015,2015-09-03,69.0,75.5,4,nw,hazy,north of diamond,6:30,white perch,10.0,27.857142857142858,False,6:30,9:30,diamond,180.0,9,6,"[5, 7)"
153,2015,2015-09-03,69.0,75.5,4,nw,hazy,north of diamond,6:45,lake trout,17.0,29.0,False,6:30,9:30,diamond,180.0,9,6,"[5, 7)"
154,2015,2015-09-03,69.0,75.5,4,nw,hazy,north of diamond,6:55,salmon,18.0,20.0,False,6:30,9:30,diamond,180.0,9,6,"[5, 7)"
155,2015,2015-09-03,69.0,75.5,4,nw,hazy,north of diamond,7:10,salmon,21.0,20.0,False,6:30,9:30,diamond,180.0,9,7,"[7, 9)"
156,2015,2015-09-03,69.0,75.5,4,nw,hazy,north of diamond,8:20,rainbow,15.0,20.0,False,6:30,9:30,diamond,180.0,9,8,"[7, 9)"
157,2015,2015-09-03,69.0,75.5,4,nw,hazy,north of diamond,9:15,salmon,20.0,33.0,False,6:30,9:30,diamond,180.0,9,9,"[9, 11)"
158,2015,2015-09-05,53.0,75.0,5,sw,sunny,north of lockes,8:15,salmon,17.0,35.0,False,7:00,11:00,lockes,240.0,9,8,"[7, 9)"
159,2015,2015-09-05,53.0,75.0,5,sw,sunny,north of diamond,9:35,salmon,23.0,20.0,False,7:00,11:00,diamond,240.0,9,9,"[9, 11)"
160,2015,2015-09-05,53.0,75.0,5,sw,sunny,north of diamond,10:10,rainbow,17.0,20.0,False,7:00,11:00,diamond,240.0,9,10,"[9, 11)"
161,2015,2015-09-06,65.0,75.7,8,w,sunny,north of diamond,7:00,salmon,17.0,20.0,False,7:00,9:15,diamond,135.0,9,7,"[7, 9)"
162,2015,2015-09-06,65.0,75.7,8,w,sunny,north of diamond,8:40,salmon,22.0,20.0,False,7:00,9:15,diamond,135.0,9,8,"[7, 9)"
163,2015,2015-09-06,65.0,75.7,8,w,sunny,north of diamond,9:10,salmon,17.0,20.0,False,7:00,9:15,diamond,135.0,9,9,"[9, 11)"
164,2015,2015-09-07,63.0,75.4,8,w,sunny,north of diamond,8:30,salmon,22.0,20.0,False,8:10,10:00,diamond,110.0,9,8,"[7, 9)"
165,2015,2015-09-08,68.0,76.0,12,nw,sunny,north of diamond,8:20,salmon,15.0,25.0,False,7:10,8:20,diamond,70.0,9,8,"[7, 9)"
